Hidden Layers,Learning Rate,Batch Size,Optimizer,Batch Norm,Weight Decay,Dropout,Train Loss,Val Loss,Val Accuracy,Val Recall,Val F1,Time Taken Test,Time Taken CV,Train Losses CV,Val Losses CV
"[128, 64, 32, 10]",0.001,128,,True,0.001,"[0.0, 0.2, 0.2, 0.0]",1.1076107969735667,3.0115548844253577,0.2818,0.28215576780889495,0.2775628559634515,32.62696599960327,6.170699596405029,"[0.85320556 0.69658902 0.600607   0.58891113 0.67691974 0.73893062
 0.73433407 0.78799876 0.91360839 0.9516626  1.1076108 ]","[2.77819627 2.8928919  3.00245085 3.05002571 3.16551591 3.2340689
 3.20786912 3.29298533 3.17888702 3.24570806 3.01155488]"
"[128, 64, 32, 10]",0.001,128,,True,0.001,"[0.0, 0.2, 0.2, 0.0]",1.1081734381484558,3.090402314464535,0.2655,0.2648244782909598,0.2651223776946408,32.62696599960327,7.0966620445251465,"[0.85206025 0.67337507 0.61196493 0.61224977 0.62322605 0.66864252
 0.75969731 0.83702695 0.99599717 0.97975889 1.10817344]","[2.75919245 2.8105307  3.05209039 2.97207606 3.03305334 3.21262177
 3.2453982  3.20839227 3.08014926 2.9982362  3.09040231]"
"[128, 64, 32, 10]",0.001,128,,True,0.001,"[0.2, 0.3, 0.3, 0.2]",1.2549903639027058,2.6576686699495906,0.3048,0.3051656337414207,0.3017090429554011,36.46605634689331,6.998409986495972,"[1.45395312 1.2561931  1.1441568  1.09972522 1.04191616 1.0426454
 1.04892202 1.10142616 1.20767152 1.27265344 1.25499036]","[2.26279382 2.3550959  2.43872733 2.55466805 2.5755902  2.70827472
 2.6843468  2.79817533 2.62681732 2.76059499 2.65766867]"
"[128, 64, 32, 10]",0.001,128,,True,0.001,"[0.2, 0.3, 0.3, 0.2]",1.2030134115882252,2.7062509662509218,0.3019,0.30020847204269785,0.2902476499437848,36.46605634689331,7.025601625442505,"[1.42426917 1.2675846  1.18526195 1.10804826 1.07803927 1.02465068
 1.10552909 1.10001192 1.15915916 1.1628172  1.20301341]","[2.25328637 2.38794887 2.39574202 2.60925104 2.56549703 2.67012095
 2.7111589  2.7402026  2.59659028 2.7436125  2.70625097]"
"[128, 64, 32, 10]",0.001,128,,True,0.001,"[0.2, 0.3, 0.3, 0.2]",1.358302755244711,2.6113880245215646,0.2938,0.29551779480952584,0.28031649177951146,36.46605634689331,7.709791660308838,"[1.47984989 1.22785973 1.14766205 1.14552026 1.07863626 1.12768609
 1.05464952 1.11756043 1.1636575  1.2017226  1.29154903 1.35830276]","[2.33352046 2.30614706 2.39029292 2.4776893  2.74120815 2.73178843
 2.63717392 2.72997653 2.6229153  2.73214933 2.70354951 2.61138802]"
"[128, 64, 32, 10]",0.001,128,,True,0.001,"[0.2, 0.3, 0.3, 0.2]",1.2748749813933324,2.7846268709193334,0.2764,0.277223142414199,0.2685181950173554,36.46605634689331,7.513646841049194,"[1.47042023 1.23947746 1.1413956  1.08909718 1.0985463  1.02017978
 1.03419866 1.10959631 1.19410813 1.2148248  1.27487498]","[2.28006636 2.42632656 2.46818841 2.56141355 2.5666878  2.760347
 2.79596466 2.72104753 2.75283979 2.9126609  2.78462687]"
"[128, 64, 32, 10]",0.001,128,,True,0.001,"[0.2, 0.3, 0.3, 0.2]",1.2693333432633789,2.7498105696184334,0.275,0.2749100695784056,0.2803282730745061,36.46605634689331,6.928976774215698,"[1.5261666  1.24735761 1.16311857 1.13365188 1.06649497 1.06656018
 1.07615082 1.06376701 1.15979717 1.25613365 1.26933334]","[2.26105635 2.45436636 2.56102618 2.51139396 2.64010955 2.63368426
 2.63010178 2.7905654  2.77794733 2.62941834 2.74981057]"
"[128, 64, 32, 10]",0.001,128,,True,0.001,"[0.0, 0.4, 0.4, 0.0]",1.489870957279678,2.567785435033108,0.2849,0.28558723361673716,0.2746064545914794,33.67854118347168,6.8486008644104,"[1.44726326 1.23039496 1.17627845 1.13892463 1.12975079 1.18977022
 1.2229649  1.2622798  1.30786986 1.31148158 1.43168958 1.48987096]","[2.40675411 2.38267743 2.47314647 2.5225801  2.68687769 2.53668731
 2.55790783 2.57436234 2.52703573 2.47742952 2.6008481  2.56778544]"
"[128, 64, 32, 10]",0.001,128,,True,0.001,"[0.0, 0.4, 0.4, 0.0]",1.378343318570051,2.548175656555741,0.2951,0.2938022783052001,0.28931857005365347,33.67854118347168,6.609467029571533,"[1.43970737 1.2152699  1.1953495  1.1571568  1.17087262 1.1756121
 1.18724752 1.28583116 1.27530007 1.38497756 1.37834332]","[2.33140542 2.40763592 2.50112715 2.46547944 2.5592708  2.55912063
 2.71842746 2.66946249 2.64738389 2.61014085 2.54817566]"
"[128, 64, 32, 10]",0.001,128,,True,0.001,"[0.0, 0.4, 0.4, 0.0]",1.3445355955818026,2.4520424821601803,0.3234,0.32382139126699333,0.3222334853237587,33.67854118347168,6.449861288070679,"[1.43463533 1.23911894 1.1817775  1.11566259 1.11474438 1.1671
 1.21090031 1.25961293 1.34897157 1.3350793  1.3445356 ]","[2.33173606 2.3859734  2.45767489 2.64175284 2.52310579 2.60939001
 2.71237555 2.58568827 2.50638362 2.53545798 2.45204248]"
"[128, 64, 32, 10]",0.001,128,,True,0.001,"[0.0, 0.4, 0.4, 0.0]",1.4515904019628902,2.5234184863230102,0.308,0.30824958891130244,0.3060029561433765,33.67854118347168,6.488345623016357,"[1.41926149 1.24166566 1.17228983 1.17371945 1.17842589 1.20623867
 1.26667637 1.29262652 1.39477226 1.47446735 1.4515904 ]","[2.39564253 2.50655744 2.50081167 2.55745843 2.56777677 2.69441641
 2.57004261 2.60591232 2.62572362 2.55468741 2.52341849]"
"[128, 64, 32, 10]",0.001,128,,True,0.001,"[0.0, 0.4, 0.4, 0.0]",1.399233089488559,2.634583487983321,0.2887,0.2887253932812653,0.28739337041542556,33.67854118347168,6.971731185913086,"[1.46117737 1.200053   1.15251534 1.16361467 1.16242523 1.18208364
 1.19007618 1.21722172 1.25110858 1.30803821 1.39923309]","[2.39827359 2.45468785 2.62747035 2.4907211  2.61070619 2.63381487
 2.65553791 2.68666048 2.63103322 2.65738699 2.63458349]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0,"[0.0, 0.0, 0.0, 0.0]",0.4492540413602102,3.4414806207437576,0.3117,0.31075828733493094,0.3020712582058714,34.14221978187561,4.835719108581543,"[0.7174281  0.41151281 0.42174888 0.488427   0.46048304 0.38900166
 0.40879923 0.426382   0.37882611 0.44268661 0.44925404]","[2.99191742 3.39974242 3.58103681 3.37393107 3.38447696 3.28947075
 3.27813833 3.19855595 3.45932104 3.4201518  3.44148062]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0,"[0.0, 0.0, 0.0, 0.0]",0.4622961650747091,3.439896154709354,0.3109,0.31034794181847347,0.3073045899726523,34.14221978187561,7.152366399765015,"[0.58405479 0.4190802  0.37428026 0.43184448 0.42220027 0.41846942
 0.47106013 0.39248081 0.40249452 0.44557295 0.41499312 0.46083124
 0.48593608 0.43399221 0.46113962 0.45678543 0.46229617]","[3.19734883 3.41906673 3.47573711 3.29980959 3.32790073 3.32840894
 3.13490051 3.58928854 3.45006131 3.1731471  3.31175806 3.3079627
 3.36687153 3.31490702 3.23071258 3.28439931 3.43989615]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0,"[0.0, 0.0, 0.0, 0.0]",0.37792354996038385,3.515512673944618,0.3321,0.33270384755834853,0.33198374786631785,34.14221978187561,4.85188627243042,"[0.63117049 0.43162836 0.44588481 0.38596037 0.42366252 0.42934702
 0.45007383 0.4549085  0.41024616 0.47006976 0.37792355]","[3.11610982 3.31838898 3.24001575 3.43567885 3.17935834 3.22702841
 3.28241476 3.43218976 3.29839932 3.34599299 3.51551267]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0,"[0.0, 0.0, 0.0, 0.0]",0.5136393615362149,3.4383546130715184,0.3161,0.31578811334896273,0.3069760176398788,34.14221978187561,6.635129928588867,"[0.6321404  0.41293181 0.43378482 0.41726855 0.46639393 0.4320671
 0.41018049 0.4749337  0.47688981 0.48486684 0.47952831 0.46522773
 0.47455267 0.44206793 0.5029658  0.51363936]","[3.25331317 3.46210421 3.43778754 3.361396   3.27195941 3.19643428
 3.39619547 3.25440589 3.23531132 3.27155765 3.44417973 3.40267726
 3.58252605 3.38978121 3.31104954 3.43835461]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0,"[0.0, 0.0, 0.0, 0.0]",0.5148957450649237,3.5820946415433594,0.312,0.3126720000228333,0.3133899877902605,34.14221978187561,10.449722051620483,"[0.64350448 0.44646518 0.42723285 0.4426641  0.36197908 0.42847736
 0.40252754 0.42690572 0.46385797 0.45594136 0.45361562 0.43422254
 0.45607686 0.50967779 0.5008927  0.40652316 0.50918919 0.47254823
 0.53255621 0.49873501 0.51478462 0.62488334 0.61228206 0.59313867
 0.51489575]","[3.37853325 3.26696226 3.52211461 3.20049036 3.35465438 3.25639963
 3.22741744 3.28380053 3.22368737 3.19195224 3.57950146 3.39565628
 3.39615682 3.43941849 3.18751617 3.66753492 3.42349841 3.48814756
 3.382499   3.57431242 3.43215126 3.24750258 3.22015098 3.33229381
 3.58209464]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0,"[0.0, 0.2, 0.2, 0.0]",0.9373003544471863,2.7501551209032082,0.3301,0.3311009718906185,0.3270947021818166,26.37966251373291,4.77096962928772,"[1.19842394 0.95854858 0.84988453 0.85316483 0.95542143 0.9362816
 0.98275984 0.94961501 1.01214236 1.03512894 0.93730035]","[2.46822504 2.55067853 2.64831083 2.64863544 2.60931319 2.66286254
 2.57913552 2.51937133 2.5816096  2.71384446 2.75015512]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0,"[0.0, 0.2, 0.2, 0.0]",1.0166809843012932,2.6071207605405013,0.329,0.3273836382220685,0.3229253363351171,26.37966251373291,4.8214027881622314,"[1.25950882 0.90974339 0.92204658 0.9319127  0.9252513  0.97210239
 1.03815997 0.99521038 0.99507552 0.95027057 1.01668098]","[2.40109663 2.58795799 2.53129565 2.57566999 2.64502696 2.5604341
 2.67772765 2.53006583 2.50647753 2.68361931 2.60712076]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0,"[0.0, 0.2, 0.2, 0.0]",1.0350620460303326,2.703024296547255,0.3444,0.3455267787408888,0.3376779146876639,26.37966251373291,6.639516115188599,"[1.21280501 1.0148965  0.96273828 1.00357684 1.00609299 1.01177743
 0.90020428 0.92300362 0.96958808 0.99289087 0.97394815 1.02554099
 0.98905369 0.97858989 1.03506205]","[2.63956381 2.57520858 2.63278703 2.59020788 2.45922195 2.60555096
 2.83200689 2.63515938 2.68566916 2.65285776 2.75419633 2.58576189
 2.68612653 2.71856483 2.7030243 ]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0,"[0.0, 0.2, 0.2, 0.0]",1.0102487314163864,2.676454946109048,0.3308,0.3305940155721539,0.3250479281616414,26.37966251373291,4.9295570850372314,"[1.19884322 0.9097685  0.91229855 0.94652348 0.91503037 0.88998874
 0.98414811 0.99736042 1.00581068 0.96441488 1.01024873]","[2.37069036 2.48021637 2.58832378 2.6286925  2.69324786 2.65980891
 2.46849494 2.6673746  2.59909267 2.66805675 2.67645495]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0,"[0.0, 0.2, 0.2, 0.0]",0.9323797311990857,2.6974530512185493,0.3152,0.3154172118650898,0.3143335858513029,26.37966251373291,5.027116775512695,"[1.1781221  0.88533375 0.90297818 0.93759152 0.96471652 1.02122917
 1.01983849 0.96167254 0.99646694 1.06484022 0.93237973]","[2.57569654 2.63071849 2.6236616  2.66118528 2.69640134 2.7084577
 2.64656277 2.70982364 2.72661551 2.66557108 2.69745305]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0,"[0.2, 0.3, 0.3, 0.2]",1.385873279172692,1.9343879563302562,0.37,0.36986151217948476,0.3678660672103472,86.1232852935791,18.182766675949097,"[1.82074636 1.5234802  1.48489521 1.45491928 1.38928375 1.4078394
 1.30820774 1.41783504 1.35241618 1.30856698 1.35120087 1.34068048
 1.31134489 1.29023513 1.31057195 1.33982973 1.33325929 1.34366128
 1.26019465 1.34343032 1.30118536 1.34914412 1.30133978 1.28857299
 1.27073175 1.30988651 1.33476325 1.43103752 1.38038805 1.35479702
 1.34493678 1.34992692 1.26215116 1.30697929 1.3786494  1.32498921
 1.30874858 1.32268882 1.26801983 1.38587328]","[2.09882158 2.07993076 2.03585739 2.02230977 2.02672448 2.06401644
 2.08331624 2.07831305 2.01522813 2.08584774 1.98985009 1.99659651
 2.11571625 1.9884294  2.01339705 2.00166775 1.97758105 1.97793415
 2.06600819 1.97085966 2.01750649 1.94888913 1.98531808 1.99660825
 2.13642229 1.98361816 1.97333319 1.93550852 1.96650561 1.98452099
 1.91994165 2.02981675 1.98351113 1.98907734 1.96409111 1.95284191
 1.95031613 1.94952467 1.97034862 1.93438796]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0,"[0.2, 0.3, 0.3, 0.2]",1.2703660215196702,2.0892428523694146,0.3625,0.36242786171887414,0.3514088934103287,86.1232852935791,18.267523288726807,"[1.77421752 1.53450302 1.49240124 1.43668228 1.35777664 1.37746613
 1.36525703 1.34444134 1.39401105 1.37448639 1.34768438 1.35138954
 1.37227428 1.31334382 1.32303465 1.28868186 1.25926067 1.35353055
 1.33697079 1.3758738  1.31049509 1.37000257 1.27149493 1.30955922
 1.35067946 1.27154975 1.30957784 1.30649648 1.26592471 1.3237229
 1.29301294 1.35131045 1.33211253 1.34974749 1.38586341 1.34998432
 1.3016425  1.28592024 1.30279462 1.27036602]","[2.11797392 2.10367782 2.07611169 2.12409279 2.10661609 2.13252514
 2.02293052 2.01735026 1.99761769 2.07391937 2.04725703 2.03747008
 2.00445545 2.02159456 1.92872256 1.98297016 1.98122308 2.01633668
 1.95396294 1.9228294  1.98867512 1.92972241 1.9439108  1.9002368
 1.98212332 2.00310233 1.91611319 1.90628062 1.89547402 1.89829212
 1.93125408 1.97869965 1.94789431 1.87116354 1.94255131 1.89087428
 1.9455167  2.00773809 1.91714221 2.08924285]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0,"[0.2, 0.3, 0.3, 0.2]",1.2823483264225275,1.960209083340738,0.3667,0.36687302652860143,0.3647964451531251,86.1232852935791,12.59320855140686,"[1.74702134 1.5191267  1.40484431 1.33479864 1.37468834 1.34861278
 1.37419536 1.32885322 1.33140598 1.38526774 1.35564688 1.3360235
 1.33536401 1.32112375 1.37381733 1.43169777 1.27968224 1.32362352
 1.26451216 1.28811682 1.30256565 1.28226265 1.24305636 1.29780215
 1.28234833]","[2.12397128 2.07216587 2.13650982 2.1368602  2.07122685 2.10441889
 2.03489352 2.01830688 2.08362227 1.99800811 2.02650014 2.0828164
 1.98104496 1.96567396 1.95336031 1.96600593 2.0574146  1.99178138
 2.03881055 1.9569457  1.96606102 2.00291987 1.96148176 1.97902479
 1.96020908]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0,"[0.2, 0.3, 0.3, 0.2]",1.3277429809982484,2.013678942597981,0.366,0.36686954314756576,0.3581632567402563,86.1232852935791,18.353745698928833,"[1.76025523 1.542106   1.46077103 1.44820079 1.3026046  1.36971399
 1.34723494 1.34840037 1.3550828  1.27640721 1.30851199 1.35557255
 1.22406704 1.22955964 1.28452488 1.30857506 1.25751853 1.32280179
 1.2775556  1.30574611 1.27885685 1.29707893 1.24391381 1.31523588
 1.34996947 1.30430108 1.27584214 1.27875989 1.27845693 1.32621315
 1.336711   1.29861055 1.32568281 1.34765786 1.34864893 1.33564259
 1.29763825 1.27610216 1.31980227 1.32774298]","[2.16384051 2.11006521 2.17044903 2.06891209 2.1674936  2.08876003
 2.07135434 2.06504917 2.03179228 2.03979184 2.0779868  2.0032861
 2.04677428 1.99649749 2.04824825 2.00179424 2.03453568 2.03541887
 1.99456577 2.02947994 1.99745769 1.99435979 2.02528431 1.97193414
 1.98730224 1.98270661 2.00138459 2.04236315 1.99276991 1.91411921
 1.99713134 1.96678062 1.96930105 1.91648498 1.90049327 1.90530546
 1.95130864 1.96168518 1.98933283 2.01367894]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0,"[0.2, 0.3, 0.3, 0.2]",1.3797683485346535,1.9685113337779985,0.3637,0.36515207765520136,0.36151931854680613,86.1232852935791,18.532918691635132,"[1.74067662 1.5126741  1.42566528 1.42794789 1.43244046 1.37088892
 1.42797125 1.29780861 1.31771616 1.36226409 1.32535672 1.3872883
 1.35339277 1.35400277 1.27983913 1.33643251 1.316151   1.39076204
 1.33839246 1.3528326  1.38545838 1.35602134 1.33538074 1.33138263
 1.29978834 1.31334469 1.35815608 1.3253673  1.31701491 1.24014293
 1.33824329 1.28849027 1.40578926 1.36715212 1.39872903 1.33930498
 1.34929311 1.33681329 1.36185362 1.37976835]","[2.09610407 2.12257554 2.05099558 2.07316775 2.05043985 2.09557671
 2.06254769 2.09665481 2.08369231 2.06617009 2.08133116 1.98686995
 2.044217   2.02171432 1.99711982 1.99884611 1.99925444 1.97219554
 2.008636   1.97405698 1.97397474 1.99381351 1.96984159 2.03782375
 2.01413795 1.97001019 1.91500621 1.93502152 1.92752188 2.06751512
 2.0122331  2.00125491 1.88956582 1.91701866 1.91243414 1.90300068
 1.98436094 1.9918073  1.94443898 1.96851133]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0,"[0.0, 0.4, 0.4, 0.0]",1.508276474046156,2.008463701806386,0.3668,0.3664506812993099,0.3626499987889731,67.85457730293274,12.556469440460205,"[1.72923916 1.48863327 1.47444696 1.46786805 1.48698149 1.48534341
 1.43879116 1.50405591 1.51914148 1.51380285 1.49469828 1.445508
 1.41096419 1.41173985 1.44271933 1.42545553 1.48163401 1.45186247
 1.44731293 1.44186597 1.47068926 1.50323412 1.47786867 1.49980728
 1.41255688 1.40976359 1.42605861 1.45633927 1.50827647]","[2.08938492 2.12027913 2.12989069 2.09858511 2.12173231 2.06514575
 2.05328459 2.04384878 2.10489213 2.13572743 2.0064434  2.14712087
 2.04018711 2.18116248 2.06650921 2.08861668 2.03890478 2.11373906
 1.97367526 2.08122234 1.9943174  2.00081414 2.03956399 2.05614297
 2.1386095  2.23802043 2.14472221 2.02449845 2.0084637 ]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0,"[0.0, 0.4, 0.4, 0.0]",1.5303963388344977,2.018403111980691,0.3549,0.35399873168847795,0.3520880780808613,67.85457730293274,11.541931390762329,"[1.74205277 1.5478212  1.45450257 1.42283462 1.47485159 1.51170171
 1.54244464 1.50659788 1.48516489 1.49127227 1.51497801 1.44568657
 1.44228444 1.51689405 1.49542659 1.55139242 1.53098589 1.43756471
 1.471601   1.48127088 1.50342992 1.52048482 1.50920133 1.47717995
 1.56375503 1.53039634]","[2.08928613 2.07410734 2.10457815 2.11370997 2.14866985 2.09951804
 2.02029254 2.0550521  2.05005296 2.03088382 2.12729108 2.06257635
 2.14997059 2.02968824 2.01119099 1.97085946 2.03664343 2.01708508
 2.02550838 2.11720717 2.06923483 2.07726362 2.08434174 2.09961766
 2.01973194 2.01840311]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0,"[0.0, 0.4, 0.4, 0.0]",1.519705737246891,2.040523266583088,0.3672,0.36784280213764486,0.3621819348487073,67.85457730293274,14.902388334274292,"[1.73004681 1.50519895 1.47786486 1.49566031 1.48439368 1.44225768
 1.44731444 1.44949537 1.48148947 1.4520513  1.48054603 1.46360026
 1.4727197  1.47703779 1.50477372 1.47579574 1.52780275 1.42984462
 1.52789994 1.43678685 1.51668914 1.52152174 1.5445305  1.50973775
 1.59070322 1.46611139 1.48467897 1.49396891 1.52306923 1.48738288
 1.49145768 1.48556325 1.52235448 1.51970574]","[2.13090897 2.13730381 2.10202541 2.07523324 2.08053221 2.0974628
 2.06216001 2.11108823 2.11112696 2.09065801 2.13494779 2.06084654
 2.14485871 2.09548643 2.10119287 2.05979098 2.15986996 2.06145106
 2.13050728 2.23166646 2.07640884 2.04145216 2.02175261 1.99660198
 2.00695767 2.05930016 2.1288567  2.05791255 2.06648938 2.13636149
 2.10179918 2.14633141 2.075824   2.04052327]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0,"[0.0, 0.4, 0.4, 0.0]",1.4897824615689312,2.048029496022907,0.3598,0.36128112407843666,0.35954385003074446,67.85457730293274,11.319984436035156,"[1.73360438 1.53470855 1.47762747 1.47596168 1.5020902  1.46661687
 1.45725921 1.51018208 1.49748841 1.54905572 1.49607965 1.49308455
 1.44755845 1.51493124 1.54930051 1.58361485 1.50788049 1.44115016
 1.50537759 1.47696788 1.49235205 1.45555582 1.53443871 1.51521043
 1.51200005 1.48978246]","[2.14712107 2.11814289 2.09949597 2.09763661 2.07687421 2.08086751
 2.10872667 2.03854378 2.04879708 2.03283372 2.03586905 2.0158563
 2.10615617 2.07160893 2.11253305 1.98451341 2.06629468 2.03026078
 2.17192863 2.16865172 2.12456636 2.07226458 2.05489053 2.04562734
 2.01181275 2.0480295 ]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0,"[0.0, 0.4, 0.4, 0.0]",1.4398810504045612,2.1572731927847477,0.3786,0.37822411502611325,0.364014822291618,67.85457730293274,17.381423473358154,"[1.71742283 1.49282543 1.42080846 1.50487942 1.46279181 1.50530226
 1.44306709 1.44793377 1.43282051 1.50472235 1.45702541 1.48378039
 1.41769566 1.43831342 1.45830067 1.47515091 1.44657935 1.44779452
 1.491101   1.47468521 1.37232165 1.45613213 1.46330377 1.47958844
 1.53343861 1.48827868 1.51064813 1.53929073 1.54551199 1.48275505
 1.50913582 1.49469811 1.57957263 1.49999025 1.57715089 1.5479107
 1.5180746  1.50274177 1.47483044 1.43988105]","[2.10905454 2.05850925 2.07999279 2.08639277 2.09595528 2.0687096
 2.0483059  2.078877   2.10111783 2.05194491 2.08167003 2.07045153
 2.10040143 2.21474973 2.04080149 2.1418819  2.13449773 2.17022843
 2.02872292 2.08891133 2.05318339 2.09744209 2.15651483 2.13248464
 2.06010549 2.07168965 2.09936555 2.0538228  1.97094294 2.03176335
 1.97216742 2.01196361 1.96446928 2.0329123  1.99364731 1.99994119
 2.00259763 1.9525675  2.11281534 2.15727319]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0001,"[0.0, 0.0, 0.0, 0.0]",0.43545799960981013,3.3373332801270337,0.3452,0.3458804572333705,0.3420871002152662,26.625811338424683,4.675405025482178,"[0.60271536 0.41292072 0.40600247 0.45177616 0.43830237 0.43470439
 0.45046405 0.4252081  0.39636592 0.4378408  0.435458  ]","[3.17342697 3.36292382 3.47547076 3.26565704 3.2980513  3.45953296
 3.36540195 3.51414279 3.32836851 3.31434185 3.33733328]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0001,"[0.0, 0.0, 0.0, 0.0]",0.49038447934347457,3.3876422298055173,0.3196,0.31933653148994445,0.3174135848944917,26.625811338424683,5.914936780929565,"[0.62973152 0.422461   0.41951883 0.45730409 0.38205621 0.43813096
 0.44568042 0.4103939  0.4276022  0.44373574 0.48559097 0.52362371
 0.48471889 0.49038448]","[3.31615013 3.34040171 3.49118323 3.21081964 3.39877747 3.27346052
 3.38771848 3.52361289 3.60790774 3.44872639 3.45763932 3.3777877
 3.41799337 3.38764223]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0001,"[0.0, 0.0, 0.0, 0.0]",0.43198631808427407,3.231871558742147,0.3138,0.31388227916221945,0.3073344550758598,26.625811338424683,4.5988452434539795,"[0.63313752 0.40119947 0.42467559 0.42727723 0.42320617 0.44977746
 0.39225961 0.40173669 0.43133088 0.38887182 0.43198632]","[3.12747867 3.32089708 3.52437738 3.3906915  3.28245966 3.27109889
 3.36731371 3.47890761 3.4328027  3.39510549 3.23187156]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0001,"[0.0, 0.0, 0.0, 0.0]",0.5018249167592866,3.620202729409613,0.3132,0.31350323083456244,0.3121926220227068,26.625811338424683,6.618208169937134,"[0.64453013 0.41615375 0.40597995 0.42125183 0.45574326 0.41967375
 0.42488669 0.42284282 0.44273601 0.40353856 0.44319638 0.41076728
 0.42314269 0.49235878 0.50805882 0.50182492]","[3.46367987 3.44746403 3.42668121 3.26034825 3.28485952 3.22886163
 3.25719157 3.37231153 3.27850235 3.37063991 3.37036642 3.33615061
 3.50574278 3.47260779 3.4785899  3.62020273]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0001,"[0.0, 0.0, 0.0, 0.0]",0.47318521313162126,3.450695136393601,0.3137,0.3131751774893742,0.3139328486725157,26.625811338424683,4.6274168491363525,"[0.65309055 0.40570224 0.42002069 0.42459674 0.42861672 0.4337679
 0.4111316  0.44010635 0.42543848 0.4685578  0.47318521]","[3.15262138 3.58586114 3.39723315 3.5804419  3.37005833 3.42631718
 3.52110418 3.43618482 3.4934085  3.3166371  3.45069514]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0001,"[0.0, 0.2, 0.2, 0.0]",0.9382439392509689,2.6022930681261967,0.3294,0.32964461643752674,0.3264433108883969,37.233922481536865,4.760272741317749,"[1.24727497 0.92081737 0.88195802 0.9239134  0.9068893  0.88847198
 0.87128894 0.94634066 1.02119549 0.94269571 0.93824394]","[2.398789   2.58922138 2.59394877 2.63092748 2.69536407 2.65833477
 2.48077039 2.60762706 2.5834207  2.75177651 2.60229307]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0001,"[0.0, 0.2, 0.2, 0.0]",0.9378218122689574,2.5646713083677315,0.3419,0.3415204771297856,0.3342322906098997,37.233922481536865,4.809282302856445,"[1.1705336  0.90035305 0.90631251 0.95618443 0.94294528 0.98775795
 0.9192919  0.91452061 1.0146908  0.97079273 0.93782181]","[2.33570927 2.55650447 2.71705726 2.56258074 2.6325901  2.53369362
 2.69118472 2.81410569 2.54459698 2.63063656 2.56467131]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0001,"[0.0, 0.2, 0.2, 0.0]",0.9720860676907339,2.7045004625002,0.3337,0.3352653440559624,0.32252428672915656,37.233922481536865,5.170825719833374,"[1.18287698 0.96013102 0.93286168 0.90240545 0.88220369 0.95011366
 0.91814776 0.96594817 1.02044875 0.99081906 1.02996386 0.97208607]","[2.59982114 2.47822847 2.65067087 2.64489952 2.52849548 2.59013609
 2.71683024 2.60428919 2.60166168 2.63628101 2.67411805 2.70450046]"
"[128, 64, 32, 10]",0.001,128,Adam,False,0.0001,"[0.0, 0.2, 0.2, 0.0]",0.993636892498261,2.621546801607407,0.3642,0.3646469491002933,0.3646594591671521,37.233922481536865,17.482459783554077,"[1.17155434 0.97271694 0.9530013  0.95542075 0.91962812 0.9399141
 0.882599   0.9160041  1.0003227  0.97107274 1.00573723 1.01573198
 0.95603294 0.93018901 1.02642489 1.06260438 0.96505355 0.94184839
 1.02083207 1.00366838 1.03070924 1.03424056 1.02834913 1.05621073
 1.00611396 1.0230551  0.98881445 0.97491473 1.05296854 0.94629208
 1.01776011 1.05985449 1.08024059 0.99770645 1.03229032 0.95220506
 1.00846463 1.10537423 1.06475144 0.99363689]","[2.55432804 2.60697121 2.52409978 2.74754824 2.57474595 2.5466567
 2.6202798  2.64473015 2.56089491 2.66936456 2.53308754 2.48904637
 2.67545994 2.61314214 2.61442384 2.63217177 2.65135621 2.65062949
 2.58359863 2.61691596 2.67216504 2.47668822 2.65560094 2.47583732
 2.70695477 2.77063197 2.76527914 2.65102851 2.58819116 2.60920431
 2.65890163 2.45845417 2.54511567 2.52082046 2.63126558 2.82863598
 2.60435928 2.53055456 2.67816661 2.6215468 ]"
