Train Loss,Val Loss,Val Accuracy,Val Recall,Val F1,Learning Rate,Batch Size,Optimizer,Batch Norm,Weight Decay,Dropout,Hidden Layers,Time Taken Test,Time Taken CV,Train Losses CV,Val Losses CV
1.4114,1.5482,0.4443,0.4446,0.4374,0.001,16,Adam,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",236.17020893096924,56.65432095527649,"[1.6810694  1.6406464  1.6005508  1.61167921 1.56816785 1.51666733
 1.54184791 1.5679536  1.52003676 1.53422196 1.49627707 1.50978752
 1.50827189 1.48914772 1.48944443 1.49315615 1.46134101 1.47867895
 1.47643251 1.48268414 1.42989335 1.44596962 1.42994657 1.44810714
 1.43915452 1.4724635  1.39390004 1.43465107 1.40500414 1.42579808
 1.42049537 1.42287391 1.37809334 1.41969126 1.41774581 1.42604265
 1.41625259 1.40730696 1.37530355 1.37901127 1.37623521 1.41140171]","[1.90932066 1.82636752 1.7991496  1.74328904 1.73490904 1.70529835
 1.66358248 1.64446987 1.66239567 1.64186342 1.6602031  1.61696716
 1.61151609 1.61525101 1.63739871 1.60901695 1.60992721 1.58713475
 1.58207162 1.60040311 1.5954492  1.58005203 1.59746105 1.58382239
 1.58766734 1.55962949 1.59642944 1.56724196 1.55505361 1.56016569
 1.56985528 1.54305403 1.59378317 1.56883195 1.56800191 1.55993194
 1.57750871 1.58327713 1.56033354 1.60227299 1.59679378 1.5481985 ]"
1.6405,1.5284,0.4555,0.4568,0.4509,0.001,8,Adam,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",421.25895643234253,59.050392150878906,"[1.9434048  1.81913698 1.78450277 1.75642394 1.76277676 1.73880962
 1.70494972 1.70378156 1.68675651 1.6948583  1.68968254 1.67271885
 1.65523566 1.65762939 1.64728497 1.65811991 1.63627465 1.66001273
 1.65221414 1.65453188 1.64470738 1.64724119 1.61776987 1.64052151]","[1.80373848 1.71047874 1.66771232 1.63765764 1.63415427 1.60312115
 1.58766109 1.57691709 1.57239765 1.57643667 1.55726473 1.54439298
 1.54319094 1.51619193 1.53335883 1.52186553 1.54810164 1.54467821
 1.52869008 1.54923927 1.54146402 1.5289738  1.52963674 1.52838668]"
1.6049,1.5121,0.4643,0.4626,0.459,0.001,8,Adam,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",421.25895643234253,78.01870965957642,"[1.93054532 1.82364185 1.79277115 1.77950629 1.72581892 1.74066215
 1.71398847 1.6949774  1.69891602 1.69247952 1.66998458 1.67084465
 1.67107511 1.67118837 1.63372264 1.64755241 1.63662272 1.64736043
 1.6379303  1.59767667 1.61969002 1.61849136 1.61490407 1.60922596
 1.60613796 1.60991745 1.60786922 1.62971569 1.60431083 1.58379275
 1.61594176 1.60485096]","[1.81407919 1.73755403 1.69921385 1.66165405 1.64980224 1.60879457
 1.59405013 1.57940592 1.59346438 1.57455235 1.5687487  1.56221169
 1.5445925  1.56819078 1.5301113  1.52370214 1.54306095 1.55799569
 1.53237509 1.51411195 1.52086682 1.51143993 1.5194224  1.51615732
 1.53444803 1.53578533 1.51510345 1.54296357 1.51211949 1.52922143
 1.52622386 1.51208566]"
1.5932,1.5286,0.4539,0.4546,0.4486,0.001,8,Adam,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",421.25895643234253,88.6649432182312,"[1.94692976 1.82789712 1.79823986 1.77074684 1.76770167 1.73404253
 1.71982418 1.71197259 1.69251458 1.68496863 1.68522618 1.66963675
 1.67905014 1.63049844 1.65865531 1.66074818 1.63807817 1.6484392
 1.62647307 1.63729995 1.63822549 1.61298059 1.61367562 1.60593668
 1.6180513  1.61449343 1.5880299  1.59324158 1.58481427 1.59581031
 1.59729392 1.60126036 1.58227201 1.60338315 1.60837163 1.59316883]","[1.80107591 1.74421328 1.6964555  1.66501276 1.63977789 1.62975679
 1.61435891 1.6024181  1.58730114 1.58672172 1.57023766 1.57076686
 1.57388254 1.57106316 1.54672085 1.55704151 1.56802155 1.55140713
 1.53709362 1.5472661  1.5278767  1.53320059 1.53910567 1.54032507
 1.5394453  1.51647542 1.55655601 1.52431165 1.54369802 1.53673909
 1.53399991 1.56116015 1.53529837 1.53114721 1.53254115 1.52857402]"
1.5817,1.5318,0.4541,0.4547,0.4501,0.001,8,Adam,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",421.25895643234253,83.04671931266785,"[1.94130342 1.82769667 1.7996336  1.77991031 1.75437225 1.74477325
 1.71453939 1.70357978 1.7030582  1.67831746 1.66584179 1.66785937
 1.63730206 1.67119337 1.64896091 1.66274911 1.64211902 1.63763217
 1.61475415 1.61667206 1.64244405 1.6098241  1.59638518 1.62341473
 1.60371794 1.59582621 1.5978335  1.60030745 1.58377911 1.59645141
 1.60454798 1.6253757  1.61169928 1.58171818]","[1.79175526 1.74008903 1.66748655 1.63950422 1.63617921 1.62779959
 1.59177319 1.56681942 1.56640851 1.56346911 1.56808013 1.54123073
 1.53624958 1.54638214 1.53989403 1.52164449 1.52665115 1.51780996
 1.52531347 1.51880603 1.51904976 1.51980867 1.52419144 1.50146718
 1.50240341 1.51564207 1.53071307 1.52032768 1.51780517 1.51765106
 1.5051165  1.52708006 1.520622   1.53176596]"
1.5937,1.5183,0.4629,0.4626,0.4582,0.001,8,Adam,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",421.25895643234253,112.1759741306305,"[1.92849619 1.84891617 1.77817107 1.75582859 1.74836696 1.73560268
 1.73145059 1.72562457 1.66984538 1.68622052 1.68372119 1.67303458
 1.65847539 1.65564104 1.63867426 1.65158193 1.66702845 1.63875641
 1.63029867 1.61637    1.63009498 1.60690184 1.61213026 1.61315314
 1.61260525 1.60330959 1.58726824 1.59735993 1.59483908 1.59290233
 1.60619169 1.60434646 1.60637919 1.58153745 1.58172855 1.56862812
 1.58797403 1.58240833 1.5863167  1.5931453  1.59692007 1.56898129
 1.58873946 1.59299    1.59165759 1.5936764 ]","[1.82426173 1.75675001 1.6883909  1.66020853 1.6475679  1.64061096
 1.6122493  1.59406151 1.57808908 1.56266702 1.57025389 1.55205255
 1.55102128 1.549137   1.55246893 1.53217003 1.54835471 1.54955578
 1.53565433 1.52770965 1.52205587 1.53979771 1.53581541 1.51776938
 1.5251728  1.51886258 1.53109144 1.53000878 1.51836292 1.54442287
 1.53639268 1.51696931 1.54300152 1.51664317 1.51983161 1.50799259
 1.53232059 1.52969346 1.54853883 1.51240141 1.51793764 1.52583798
 1.52270647 1.52838752 1.51052089 1.5183091 ]"
1.8813,1.6332,0.4266,0.4281,0.4204,0.001,4,Adam,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",1006.4850223064423,222.5755250453949,"[2.09789308 2.01033967 1.98044086 1.96424976 1.9561311  1.94991858
 1.93804354 1.93056057 1.92321678 1.93040391 1.90474514 1.91534299
 1.90448823 1.90715471 1.90881606 1.91407471 1.90050904 1.90313817
 1.89266883 1.89094639 1.89610498 1.90407356 1.90098462 1.89299336
 1.90824245 1.88105873 1.88916584 1.89364413 1.89387759 1.89004006
 1.88462677 1.88630652 1.88828909 1.89648891 1.89385641 1.88342173
 1.8839523  1.90126128 1.89780121 1.8849706  1.88800021 1.87851231
 1.87892329 1.8779357  1.88280051 1.88756304 1.88130926]","[1.84639584 1.78393253 1.75589319 1.73475443 1.72081672 1.70308433
 1.68965107 1.68008629 1.66927626 1.67269335 1.67518569 1.65909896
 1.66069    1.63967273 1.6481288  1.65145974 1.65153636 1.64981034
 1.6385001  1.64695165 1.64076645 1.65150188 1.65064766 1.64868943
 1.65074614 1.63713112 1.63894193 1.64255124 1.65163845 1.64281091
 1.63446319 1.63941712 1.63231117 1.64385296 1.62768976 1.64490619
 1.62576667 1.6624563  1.64698457 1.63816605 1.64543795 1.63407895
 1.62766527 1.6299847  1.63418358 1.64818033 1.63324778]"
1.8878,1.6434,0.4395,0.4384,0.4319,0.001,4,Adam,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",1006.4850223064423,222.4621617794037,"[2.10107641 2.00228234 1.97944047 1.96429989 1.95856895 1.94856712
 1.94666409 1.93909171 1.93497189 1.92127237 1.91637969 1.91955733
 1.90565119 1.8929865  1.90048629 1.89870906 1.90623687 1.89939843
 1.8914986  1.8972075  1.89784864 1.89625302 1.90024737 1.89250593
 1.88866433 1.88809278 1.89798524 1.89107406 1.89486615 1.89199846
 1.87991708 1.8877411  1.8893796  1.88806425 1.88451082 1.88674096
 1.87580491 1.8832228  1.8760667  1.87902743 1.88253701 1.88567033
 1.88825125 1.86130784 1.87704694 1.87451448 1.88778973]","[1.85642326 1.80054576 1.75960237 1.74524487 1.73134017 1.72965851
 1.70698093 1.69632156 1.68822019 1.67087429 1.6667176  1.66665515
 1.65293224 1.65711082 1.64974519 1.65543453 1.65564169 1.64458213
 1.63409649 1.64530685 1.66435135 1.63469041 1.65233939 1.63102789
 1.64430921 1.62921991 1.64787717 1.6386758  1.63550346 1.62910564
 1.63007985 1.64916186 1.63423775 1.63636818 1.64583104 1.62410468
 1.61426494 1.65074381 1.63519122 1.65492992 1.6230431  1.62649874
 1.64032994 1.63240281 1.62806286 1.63226353 1.6433697 ]"
1.884,1.6474,0.4239,0.4242,0.4192,0.001,4,Adam,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",1006.4850223064423,174.92589235305786,"[2.09842219 1.99048863 1.96917706 1.95914097 1.95515593 1.94633481
 1.94750193 1.93816602 1.92648648 1.9308524  1.91485474 1.91622771
 1.90991409 1.90616288 1.90848712 1.89957563 1.89735597 1.90280601
 1.90144946 1.89130613 1.89787786 1.89196915 1.89346307 1.88274578
 1.88790274 1.87883748 1.87493588 1.88439905 1.8920429  1.88061316
 1.87859872 1.88843286 1.89108308 1.88173648 1.89674145 1.87991421
 1.88396836]","[1.85673716 1.78776697 1.76529107 1.73859493 1.7292296  1.71963325
 1.71601353 1.70560354 1.69935648 1.69206679 1.67573063 1.68373254
 1.66579339 1.65950048 1.6693691  1.6645768  1.66366097 1.66957129
 1.65941286 1.66693387 1.65347096 1.66372903 1.6599405  1.66260337
 1.65101898 1.64520117 1.63644435 1.63781261 1.66612836 1.65238341
 1.6700534  1.64057535 1.65048073 1.65433907 1.6440617  1.64411604
 1.64743926]"
1.8827,1.6241,0.4413,0.442,0.432,0.001,4,Adam,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",1006.4850223064423,204.2299313545227,"[2.07923446 2.00341975 1.97712239 1.95472238 1.94281107 1.93602448
 1.94779537 1.92989506 1.94038436 1.91271864 1.90532131 1.90112144
 1.90351648 1.90761188 1.90225558 1.91233468 1.89375868 1.90000877
 1.89885858 1.89265966 1.89847406 1.88571173 1.90050659 1.88498384
 1.88327858 1.88664212 1.89303574 1.88405088 1.87611362 1.88407266
 1.8845265  1.88947638 1.88580938 1.89277257 1.88780846 1.87767769
 1.88439546 1.88341262 1.88367102 1.88467135 1.88501867 1.8918583
 1.88271161]","[1.84135689 1.77997034 1.76074773 1.73055882 1.72841502 1.70282328
 1.70123431 1.69630484 1.68487039 1.68860168 1.65837715 1.65346664
 1.66871769 1.66958238 1.66720125 1.65422312 1.64758982 1.64492312
 1.66123411 1.64051763 1.64365374 1.65972312 1.63856547 1.63436543
 1.64848168 1.64455091 1.64111961 1.6375132  1.64631804 1.64532278
 1.65655225 1.64038455 1.61783272 1.63762709 1.6387407  1.65724093
 1.64028315 1.65393707 1.64737272 1.62886183 1.63577201 1.63904891
 1.6241011 ]"
1.8804,1.6451,0.4295,0.4289,0.4161,0.001,4,Adam,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",1006.4850223064423,182.0206069946289,"[2.08255055 1.99622413 1.98698766 1.96784476 1.95179904 1.94448499
 1.93385324 1.92252493 1.92561955 1.90913249 1.91824951 1.90817642
 1.89970424 1.90108286 1.89863796 1.89766059 1.89882317 1.888101
 1.8930159  1.90490449 1.89162117 1.88197686 1.884549   1.88774963
 1.89166399 1.88991854 1.88861718 1.8758601  1.87572596 1.88649607
 1.88838865 1.87067911 1.88572833 1.89381599 1.88253299 1.87733895
 1.8749209  1.87258535 1.88040338]","[1.84741982 1.80209275 1.77453247 1.75232545 1.72144072 1.71663596
 1.70792071 1.68818552 1.68051005 1.67381706 1.67700561 1.66220177
 1.66557991 1.66193626 1.66157652 1.66566274 1.65919712 1.67390441
 1.67873929 1.65511156 1.65321786 1.64796221 1.65214669 1.65023013
 1.64882715 1.6465658  1.64234113 1.63740323 1.62448906 1.65249329
 1.647735   1.66061931 1.65254385 1.65360158 1.63178098 1.64695048
 1.62545016 1.64997617 1.64507799]"
2.276,2.2275,0.1878,0.1867,0.1276,0.001,2,Adam,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",688.7181642055511,128.73045992851257,"[2.33749038 2.26900818 2.26328232 2.26791857 2.26526692 2.27193565
 2.27224091 2.27187616 2.26931479 2.27626687 2.26867713 2.26432653
 2.26657059 2.27599736]","[2.24002924 2.20265756 2.19616727 2.19373017 2.20544431 2.21421721
 2.21452462 2.22835072 2.21315285 2.21922878 2.2022101  2.2003538
 2.21929376 2.22753619]"
2.2636,2.2139,0.1834,0.1828,0.1493,0.001,2,Adam,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",688.7181642055511,166.42594003677368,"[2.3248684  2.26442294 2.26770828 2.26470942 2.26520618 2.26424221
 2.26154991 2.25333963 2.26498528 2.27135091 2.26950874 2.26279217
 2.26105909 2.25901526 2.26080889 2.25957323 2.25969021 2.26362198]","[2.2191618  2.20686513 2.21545834 2.20171374 2.17798697 2.19744316
 2.17045186 2.16833425 2.18352695 2.20864928 2.19601058 2.20658494
 2.18385725 2.18671758 2.17942111 2.19999206 2.16978302 2.21389809]"
2.2744,2.2151,0.1833,0.1807,0.1218,0.001,2,Adam,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",688.7181642055511,136.66042304039001,"[2.338555   2.27830884 2.26953878 2.26910229 2.26277494 2.2596319
 2.25718556 2.26937437 2.26924537 2.27572379 2.27266682 2.27677161
 2.28281295 2.28553181 2.2743664 ]","[2.23408067 2.22446223 2.21023992 2.19548211 2.18295395 2.18377766
 2.18692515 2.19881469 2.19897348 2.21940061 2.22047595 2.21809652
 2.25943891 2.23381377 2.21509733]"
2.266,2.1898,0.1938,0.195,0.1655,0.001,2,Adam,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",688.7181642055511,128.72787880897522,"[2.33277658 2.26706674 2.26205997 2.2583107  2.25990071 2.26819986
 2.27489616 2.27413351 2.28012535 2.28850204 2.28327022 2.26494266
 2.27504611 2.26602906]","[2.23455814 2.21196846 2.19648224 2.18789525 2.19400557 2.22109204
 2.23372125 2.22366812 2.2521437  2.27341447 2.235687   2.2142217
 2.2342932  2.18982311]"
2.2612,2.1825,0.2038,0.2055,0.1673,0.001,2,Adam,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",688.7181642055511,127.84734797477722,"[2.34124861 2.26684249 2.26294338 2.25741562 2.25143654 2.25455714
 2.26693793 2.26159636 2.260103   2.2695285  2.27482186 2.27420011
 2.27523186 2.26123618]","[2.23717179 2.19859503 2.17974598 2.16725044 2.16780314 2.18748575
 2.18866957 2.19132454 2.19935838 2.22556287 2.22471246 2.24251369
 2.20185404 2.18252649]"
2.2731,2.3251,0.1032,0.1027,0.024,0.001,16,Momentum,False,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",51.160422563552856,5.7006189823150635,"[2.13837112 2.308143   2.26679416 2.27142062 2.28433409 2.2572613
 2.29041981 2.29337857 2.29118274 2.28874203 2.29805319 2.27310729]","[2.34563116 2.30510445 2.3321462  2.34882106 2.32836005 2.35685215
 2.38506318 2.32195402 2.33638979 2.31429583 2.37326973 2.32511791]"
2.255,2.3669,0.1152,0.1165,0.047,0.001,16,Momentum,False,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",51.160422563552856,10.426354885101318,"[2.12104446 2.25209559 2.27503229 2.25204515 2.26641582 2.2756929
 2.26799645 2.26813481 2.25441247 2.25421666 2.27707211 2.27365925
 2.28204774 2.27965696 2.25628573 2.2488087  2.25499193]","[2.34405382 2.49171706 2.325238   2.32768552 2.3852221  2.33724124
 2.31375992 2.32601828 2.34119264 2.3553292  2.32760775 2.38182609
 2.31831697 2.33089568 2.31748885 2.37758427 2.36689951]"
2.2643,2.3275,0.1124,0.1146,0.0468,0.001,16,Momentum,False,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",51.160422563552856,10.313546419143677,"[2.10833405 2.30029859 2.28497196 2.29389356 2.29322916 2.28971783
 2.26066447 2.29649303 2.30078245 2.30432664 2.27028777 2.29335531
 2.2568961  2.22456304 2.26209287 2.25400523 2.26523353 2.23176137
 2.26428457]","[2.34271337 2.31734395 2.33102689 2.35725279 2.32027256 2.34807729
 2.33412722 2.33969272 2.31021932 2.33461372 2.3162208  2.33158802
 2.37203226 2.32203301 2.31380814 2.38931684 2.36299117 2.32521219
 2.32746517]"
2.2752,2.3231,0.1126,0.1147,0.0456,0.001,16,Momentum,False,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",51.160422563552856,10.425340414047241,"[2.11614829 2.27058943 2.29317715 2.27926847 2.28564607 2.2878106
 2.30204335 2.27859887 2.29378267 2.28733204 2.30427749 2.28824711
 2.27343255 2.29342153 2.29825304 2.27397245 2.29718659 2.30173617
 2.30449983 2.29711839 2.26014432 2.27524982]","[2.33974747 2.3363086  2.35482704 2.9049799  2.42037916 2.31140348
 2.30963116 2.33053345 2.32746362 2.33615562 2.32760708 2.3034176
 2.33592595 2.31850948 2.31736202 2.35251466 2.38735204 2.33304054
 2.36285516 2.3357325  2.32639292 2.32314146]"
2.1633,2.312,0.1547,0.1545,0.089,0.001,16,Momentum,False,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",51.160422563552856,14.08902621269226,"[2.04007023 2.26771011 2.30935739 2.25969234 2.29539415 2.28296025
 2.27649898 2.2016116  2.21813905 2.22418823 2.21988454 2.20110675
 2.17727386 2.20665856 2.17755258 2.26899974 2.24753638 2.22427878
 2.1527775  2.04872886 2.09117234 2.13495991 2.15816706 2.14063356
 2.13836669 2.1793464  2.17452622 2.19680298 2.16325173]","[2.32450539 2.33697803 2.35141383 2.36043769 2.36868072 2.31721298
 2.34045538 2.31709701 2.34097279 2.33451756 2.3100379  2.62003935
 2.42409542 2.30754504 2.24973295 2.34236977 2.32963882 2.30972334
 2.23631532 2.29781197 2.2662599  2.24468304 2.26509408 2.25102985
 2.26425272 2.2826298  2.26357574 2.26403484 2.31200399]"
2.1087,2.2378,0.1669,0.1643,0.0947,0.001,8,Momentum,False,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",103.03381299972534,11.423677444458008,"[2.20620064 2.19730038 2.17478304 2.10935054 2.0861871  2.10654069
 2.11711397 2.14953938 2.11982326 2.13194783 2.12005952 2.11671597
 2.11366695 2.10867585]","[2.3213078  2.26450493 2.32064203 2.17144576 2.17895354 2.20930527
 2.29804589 2.19878165 2.19950386 2.195039   2.17306121 2.20914141
 2.19098424 2.23783856]"
2.1175,2.1785,0.1854,0.184,0.1227,0.001,8,Momentum,False,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",103.03381299972534,19.292239904403687,"[2.2344175  2.26501099 2.25787041 2.15415646 2.142766   2.14715106
 2.13436162 2.15027363 2.1477854  2.14693337 2.13039988 2.1182293
 2.11220629 2.12479942 2.13637989 2.12992128 2.1381851  2.11038499
 2.11057092 2.13126745 2.11984606 2.12409528 2.1175409 ]","[2.32440855 2.5629235  2.28392839 2.22685896 2.56878975 2.18993182
 2.23439657 2.2107535  2.17424628 2.21215196 2.21183471 2.21261837
 2.1670831  2.19924486 2.29913853 2.22672815 2.22216887 2.20445844
 2.24715699 2.22634184 2.34009177 2.26174776 2.1785416 ]"
2.1141,2.2184,0.1778,0.1791,0.1068,0.001,8,Momentum,False,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",103.03381299972534,17.72144055366516,"[2.19412434 2.25277436 2.21907957 2.23532542 2.24378404 2.19014559
 2.14078592 2.12160763 2.15888199 2.12558622 2.10957028 2.10294336
 2.11146152 2.14609257 2.13523424 2.11519582 2.13621345 2.13476984
 2.11575123 2.11691978 2.12082161 2.11407205]","[2.30643833 2.3095879  2.32995025 2.34066631 2.33769226 2.26443901
 2.25595763 2.34573154 2.31059262 2.3644922  2.2932698  2.17015409
 2.19959179 2.23992832 2.20775464 2.21224378 2.20686842 2.20998754
 2.26177566 2.17928273 2.45592947 2.21844649]"
2.1058,2.2559,0.1675,0.1702,0.1045,0.001,8,Momentum,False,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",103.03381299972534,24.33636736869812,"[2.19204787 2.24543002 2.2542825  2.22147473 2.23388417 2.21623393
 2.16403581 2.15020218 2.14383549 2.11627659 2.10858761 2.11740653
 2.09626114 2.10182325 2.1330984  2.12243241 2.10446052 2.09150857
 2.114899   2.10284368 2.09263095 2.11308162 2.11542934 2.09309266
 2.09413098 2.10768108 2.10054332 2.11998798 2.1171557  2.10576471]","[2.29875702 2.31203018 2.38464015 2.29870083 2.26076506 2.25646757
 2.21738168 2.31889416 2.22840479 2.18672609 2.35443802 2.20234143
 2.21142634 2.16024444 2.1724058  2.22853973 2.30169948 2.1907149
 2.20176342 2.1433199  2.21236132 2.17451724 2.17379712 2.1590604
 2.19377558 2.18682198 2.20019014 2.18275315 2.2117747  2.25585812]"
2.0655,2.2238,0.1752,0.1738,0.1078,0.001,8,Momentum,False,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",103.03381299972534,30.01509380340576,"[2.23424253 2.191217   2.11313785 2.12443322 2.12211148 2.11741192
 2.10650469 2.13178932 2.13066408 2.10635743 2.13167296 2.11266516
 2.10792486 2.11539968 2.10881257 2.08580991 2.08928351 2.12561725
 2.10311454 2.10987337 2.11074218 2.10574652 2.11389818 2.10968286
 2.10761275 2.10418901 2.08910827 2.09130057 2.12303264 2.10387081
 2.11171019 2.09644671 2.10086153 2.09182987 2.11349832 2.06554111]","[2.30982288 2.37330644 2.21556367 2.19981576 2.21393855 2.20690498
 2.18149257 2.21960164 2.21102975 2.19317737 2.2140302  2.18588326
 2.20132073 2.16854179 2.15794348 2.20728845 2.18640967 2.14954359
 2.24223997 2.19154011 2.1921203  2.17417433 2.17243038 2.20933712
 2.17574991 2.13605692 2.17043356 2.16366593 2.18125565 2.27312976
 2.22352413 2.33947584 2.17491874 2.14339488 2.14773216 2.22383041]"
2.0436,2.0864,0.1977,0.1962,0.1424,0.001,4,Momentum,False,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",133.67968320846558,22.574365377426147,"[2.13356183 2.07921723 2.05889422 2.06309916 2.0512932  2.04002759
 2.05002236 2.05173099 2.03647328 2.04067026 2.0301568  2.03274185
 2.0439913  2.03062456 2.04358638]","[2.18399532 2.13328133 2.08329763 2.12154025 2.06287262 2.09035438
 2.11623121 2.30391659 2.06271601 2.21409994 2.10676386 2.12257166
 2.06221062 2.15376756 2.08643817]"
2.0448,2.1734,0.1782,0.1813,0.1187,0.001,4,Momentum,False,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",133.67968320846558,25.31304383277893,"[2.14129935 2.14732554 2.08059878 2.07027593 2.07124385 2.05170976
 2.05341739 2.03957043 2.04127656 2.03769223 2.03838607 2.03877492
 2.04819378 2.04187112 2.03755495 2.04312449 2.04484944]","[2.36004475 2.11808153 2.11117035 2.11133485 2.12453519 2.11298125
 2.07054407 2.13472421 2.12481044 2.11579931 2.09650139 2.10554018
 2.08674586 2.12092682 2.11594435 2.12026631 2.17340755]"
2.011,2.1326,0.2094,0.2124,0.1619,0.001,4,Momentum,False,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",133.67968320846558,30.843363761901855,"[2.16119788 2.11642565 2.06404737 2.08028148 2.04656917 2.0524532
 2.05594674 2.04735994 2.02455889 2.03537743 2.04910616 2.05725306
 2.03491185 2.04507448 2.02619253 2.04604432 2.03703429 2.04986873
 2.01103195]","[2.21110385 2.08199338 2.13116469 2.14858821 2.10963864 2.13701282
 2.08908761 2.17659028 2.06717889 2.12121514 2.10363683 2.07922831
 2.10025722 2.09086623 2.09649134 2.16353615 2.19882572 2.13273535
 2.13258168]"
2.0363,2.0938,0.2209,0.2223,0.1808,0.001,4,Momentum,False,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",133.67968320846558,20.400489330291748,"[2.16309594 2.09002926 2.07852979 2.068865   2.06424997 2.06838883
 2.05076234 2.05033852 2.06166593 2.06111942 2.07142434 2.04715382
 2.03633575]","[2.4339298  2.14340015 2.09326959 2.2037083  2.13668551 2.11790148
 2.12275873 2.10092554 2.14700819 2.17850878 2.14079764 2.10935864
 2.09380457]"
2.0511,2.0684,0.229,0.2285,0.1843,0.001,4,Momentum,False,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",133.67968320846558,34.29289793968201,"[2.14837285 2.11454508 2.09873229 2.06601559 2.06321656 2.048135
 2.03790886 2.03109613 2.03364414 2.04883417 2.03927969 2.03358828
 2.05001755 2.03556612 2.02656103 2.0145213  2.04719394 2.02778326
 2.02815016 2.02420817 2.04662633 2.04410223 2.05112715]","[2.24083404 2.13296475 2.11117898 2.11472023 2.09718513 2.08070836
 2.12230628 2.1889976  2.11005927 2.08880454 2.11982176 2.07797994
 2.04151554 2.05943442 2.1455     2.18212732 2.0981626  2.12405058
 2.09067447 2.1056411  2.17685969 2.11558813 2.06840905]"
1.7071,1.8273,0.3693,0.3678,0.3475,0.001,2,Momentum,False,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",455.4648938179016,141.05286979675293,"[1.94973242 1.86894679 1.84100063 1.82922707 1.81420442 1.78065741
 1.76600612 1.76209404 1.74645744 1.73693504 1.74196937 1.74219211
 1.74400626 1.73489402 1.74123278 1.73814505 1.72434854 1.72954357
 1.71271851 1.73398383 1.71211802 1.71434095 1.72431205 1.71244038
 1.7241178  1.71740177 1.7195297  1.70884038 1.70655421 1.72815707
 1.72326191 1.71542344 1.71294476 1.71652283 1.71762443 1.7253179
 1.71691034 1.71069909 1.70797861 1.70690146 1.71772996 1.71138659
 1.72080577 1.71852427 1.7164945  1.69983259 1.70870708 1.70711213]","[1.90625333 1.91901793 1.90570852 1.81271193 1.80941234 1.8181769
 1.8440733  1.80373127 1.82622776 1.83964189 1.81576647 1.7855824
 1.98909165 1.91670742 1.87105731 1.79152271 1.84956664 1.79695011
 1.77441598 1.78488875 1.79703143 1.78837548 1.84861488 1.77513266
 1.74847502 1.80809691 1.81030436 1.7397071  1.76458236 1.8058004
 1.83106965 1.80543701 1.77793343 1.84625763 1.81371173 1.83952064
 1.81532267 1.72894832 1.77750178 1.83258007 1.78127099 1.77125874
 1.74818238 1.7730753  1.73062766 1.94730836 1.76587961 1.82730848]"
