Train Loss,Val Loss,Val Accuracy,Val Recall,Val F1,Learning Rate,Batch Size,Optimizer,Batch Norm,Weight Decay,Dropout,Hidden Layers,Time Taken Test,Time Taken CV,Train Losses CV,Val Losses CV
0.8567,2.8788,0.2743,0.2745,0.2759,0.001,16,,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",61.385483741760254,11.633023738861084,"[0.97846046 0.72540763 0.72710273 0.72063013 0.68846383 0.76104271
 0.74455597 0.79183933 0.83647454 0.85007238 0.85672107]","[2.64957278 2.90152896 2.97882275 2.90173465 3.1543658  3.03693992
 3.23901944 2.90291152 2.8626152  3.11572055 2.87875828]"
0.8934,3.1229,0.2625,0.2616,0.2609,0.001,16,,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",61.385483741760254,13.979198694229126,"[0.93653543 0.72401355 0.74246292 0.71170219 0.72953827 0.73140013
 0.76155591 0.72108667 0.82141943 0.82334546 0.84412386 0.84127476
 0.89338936]","[2.76016897 2.87003921 2.75233085 3.01300023 3.00139832 3.05141259
 3.02454461 3.03891351 2.92746813 3.18958184 3.03383857 2.80426036
 3.12291096]"
0.8457,2.9377,0.2641,0.2637,0.2612,0.001,16,,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",61.385483741760254,11.844360828399658,"[0.95751927 0.76084205 0.72597401 0.70367963 0.70453143 0.72791462
 0.74304206 0.79152131 0.79033126 0.79638421 0.8457319 ]","[2.68660076 3.01214615 2.94096347 3.05973302 3.11457447 2.89178107
 2.93331861 3.00072083 2.91054563 2.99024693 2.93766087]"
0.8563,2.7529,0.3029,0.303,0.2965,0.001,16,,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",61.385483741760254,11.925446510314941,"[0.95568984 0.74458134 0.74191605 0.73861599 0.72634616 0.79446072
 0.74845036 0.8137064  0.82132275 0.81754616 0.85626378]","[2.67459538 3.00811444 2.7001746  3.08532338 3.15078365 3.06468659
 3.00330538 2.95730136 2.9230087  2.78444762 2.75294986]"
0.8486,2.7739,0.2883,0.2873,0.282,0.001,16,,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",61.385483741760254,11.706952333450317,"[0.98425854 0.73949225 0.71583484 0.73987982 0.749077   0.78964752
 0.78944464 0.80421943 0.85400507 0.84080817 0.84862421]","[2.65859964 3.10595376 3.09403307 3.33190481 2.93266405 3.00062326
 3.00952189 3.0157065  2.93376187 2.90247931 2.77385313]"
1.3625,1.853,0.3738,0.3745,0.3681,0.001,8,,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",185.30448198318481,40.19213247299194,"[1.71216824 1.5972938  1.57428034 1.52064559 1.48976668 1.49930884
 1.49495832 1.46903605 1.44618876 1.43530977 1.47076212 1.41359319
 1.38305174 1.40830795 1.41300357 1.40599962 1.40992805 1.38253931
 1.38982944 1.36379173 1.36252041]","[1.91174352 1.89208834 1.86250034 1.84649396 1.9524916  1.82358775
 1.78500718 1.84320489 1.98294722 1.86538785 1.75562714 1.85896916
 1.88325013 1.81102464 1.83715855 1.83949468 1.78035597 1.84374024
 1.86330201 1.85788178 1.85304578]"
1.3678,1.8733,0.3797,0.3787,0.3765,0.001,8,,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",185.30448198318481,29.097965955734253,"[1.74958252 1.60325058 1.54779123 1.54248407 1.51035785 1.49267186
 1.50067848 1.47271556 1.45866178 1.44249083 1.455183   1.401342
 1.39364064 1.38822235 1.36782131]","[1.94323897 1.99827735 1.9401452  1.86498892 1.80362655 1.83628218
 1.92159048 1.89584654 1.85649777 1.84013871 1.82253607 1.82812039
 1.86735658 1.91554599 1.87332424]"
1.4404,1.8734,0.3597,0.359,0.3525,0.001,8,,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",185.30448198318481,30.481120347976685,"[1.71988406 1.59577123 1.55341646 1.52405253 1.51760939 1.5138915
 1.47701121 1.45728193 1.44560611 1.45228344 1.4348691  1.43764398
 1.42822723 1.41918456 1.44262887 1.44037384]","[1.9649857  1.89786555 1.87762746 1.85765473 1.93278666 1.78689007
 1.92232559 1.94445157 1.87818677 1.8450291  1.80871249 1.87367974
 1.81168745 1.90190544 1.80490985 1.87343412]"
1.4106,1.8595,0.3733,0.3731,0.3654,0.001,8,,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",185.30448198318481,31.517683029174805,"[1.70510393 1.61507855 1.56294692 1.55852846 1.50414135 1.50876907
 1.49835927 1.45303358 1.44756223 1.44342292 1.43575495 1.401491
 1.4154239  1.42968079 1.41399636 1.41059321]","[1.91425628 1.85657067 1.94397407 1.86140071 1.90934506 1.79366178
 1.80885816 1.85205917 1.86335798 1.86891499 1.83271466 1.96237183
 1.93888677 1.84520288 1.79980319 1.85946161]"
1.4007,1.9379,0.346,0.3473,0.3403,0.001,8,,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",185.30448198318481,53.71519637107849,"[1.72200894 1.6300453  1.55936324 1.52451772 1.50411343 1.48852292
 1.46864432 1.49851062 1.45329155 1.42950382 1.45352849 1.45282591
 1.4349173  1.42621723 1.41749344 1.37315776 1.4233773  1.40767069
 1.40628062 1.39834331 1.37842046 1.36968995 1.37663312 1.41822358
 1.38538787 1.3540996  1.3868636  1.40066899]","[1.89704957 1.90512351 1.88880196 1.85251622 1.86470066 1.90860706
 1.94061613 1.87204629 1.85070779 1.88348454 1.91479502 1.83998446
 1.84826494 1.84223006 1.87132205 1.88253391 1.91748785 1.83505554
 1.89359183 1.89441753 1.93674081 1.99432737 1.97613627 1.96247697
 1.99320877 1.86847372 1.91314649 1.93786456]"
1.8834,1.7154,0.3973,0.3984,0.3888,0.001,4,,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",441.4922161102295,101.46185350418091,"[2.11426651 2.02531781 2.00338385 1.96912331 1.95494401 1.95493941
 1.92809736 1.92339295 1.93143634 1.90960495 1.92199893 1.91580094
 1.90644167 1.90246553 1.90623202 1.89258884 1.89348324 1.89447839
 1.89558929 1.89702065 1.90237857 1.874665   1.89000845 1.88318172
 1.87688505 1.88341306]","[1.89744152 1.86094579 1.80514445 1.77130902 1.76029613 1.74585898
 1.75377144 1.74439184 1.72838261 1.7243473  1.76693159 1.73291281
 1.74622245 1.71481668 1.72410639 1.69360168 1.73751191 1.74163881
 1.71807889 1.69940048 1.72149062 1.7122182  1.74441709 1.73397318
 1.69654122 1.71537777]"
1.8877,1.7233,0.3989,0.3978,0.3901,0.001,4,,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",441.4922161102295,90.42625045776367,"[2.1007737  2.01061852 1.98763222 1.97127124 1.96151301 1.95879196
 1.94415239 1.93792908 1.93068136 1.90654596 1.91540256 1.91615078
 1.88895861 1.90528594 1.87905122 1.89458433 1.88213057 1.88271281
 1.89908495 1.87586124 1.89440014 1.89639982 1.89717292 1.88576331
 1.88773336]","[1.91032216 1.8423768  1.82307318 1.79327735 1.78682458 1.76405501
 1.75514306 1.77916521 1.73796812 1.7252458  1.72180914 1.74587324
 1.79982049 1.73026525 1.69668492 1.72073187 1.73340418 1.69824389
 1.70072789 1.70620712 1.71606415 1.72974981 1.73446823 1.7055189
 1.72331705]"
1.8802,1.7513,0.3796,0.3794,0.3775,0.001,4,,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",441.4922161102295,76.29259371757507,"[2.09186311 2.00263511 1.97163615 1.97642416 1.96608705 1.941489
 1.94181716 1.93162323 1.92288102 1.91899532 1.90644789 1.90824107
 1.88995126 1.88591482 1.89797208 1.89471311 1.88793638 1.88920778
 1.88876605 1.88673646 1.88016358]","[1.91129525 1.83289266 1.81681592 1.79502011 1.768197   1.76439174
 1.75780827 1.73282723 1.74258342 1.72475894 1.71029447 1.75607139
 1.72959884 1.73186685 1.72075149 1.73879228 1.74269156 1.73383164
 1.73709243 1.73703265 1.75129205]"
1.8938,1.716,0.3988,0.3987,0.3898,0.001,4,,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",441.4922161102295,83.35779118537903,"[2.0965711  2.01353306 1.98593609 1.96904113 1.95322394 1.94339833
 1.94620896 1.9307851  1.92735676 1.92820608 1.91745982 1.9076636
 1.90963031 1.8989792  1.88925921 1.90769114 1.89280552 1.89129828
 1.90413647 1.90492862 1.90610141 1.8824327  1.89377874]","[1.89918659 1.82469433 1.78867714 1.77269246 1.77188197 1.75980974
 1.78417218 1.72317105 1.76065652 1.73761602 1.74612118 1.7178372
 1.70999805 1.74535494 1.71404821 1.75781161 1.73377301 1.74031815
 1.72854953 1.71561335 1.71367223 1.74835069 1.71599326]"
1.8761,1.7263,0.3942,0.3944,0.3846,0.001,4,,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",441.4922161102295,89.69460654258728,"[2.09262703 2.01698264 1.98766949 1.97216074 1.94467768 1.94124019
 1.93417285 1.92929651 1.92937367 1.9096824  1.90686368 1.90016363
 1.88729688 1.88821664 1.86967489 1.8949552  1.90146435 1.89389231
 1.87844674 1.88086196 1.89086636 1.87961821 1.88085549 1.88198235
 1.876076  ]","[1.92218022 1.85054591 1.80747211 1.79767788 1.77472941 1.77562483
 1.76626417 1.76003423 1.76278327 1.73740026 1.76458928 1.73101965
 1.73681752 1.72972538 1.71194818 1.73734777 1.77485113 1.7287102
 1.74128951 1.73015013 1.7441197  1.72782928 1.77197553 1.75192423
 1.72631527]"
2.3025,2.3036,0.0953,0.1,0.0174,0.001,2,,True,0.0,"[0.0, 0.0, 0.0, 0.0]","[128, 64, 32, 10]",812.3378326892853,181.4448323249817,"[2.34430068 2.28460152 2.2773641  2.27406774 2.27157162 2.27196266
 2.27226358 2.26408487 2.26628546 2.28578084 2.29486564 2.28980112
 2.2879933  2.27824869 2.27017597 2.26195219 2.25997857 2.27495163
 2.26368531 2.266238   2.2597596  2.26035666 2.27480936 2.30258576
 2.30249732 2.30252346]","[2.25202087 2.25124581 2.22598865 2.22729318 2.22031392 2.2309637
 2.22974238 2.21419491 2.21120068 2.28469696 2.27797904 2.26027685
 2.248761   2.25007607 2.18543103 2.17064019 2.18928661 2.22076336
 2.19755604 2.20234928 2.19644618 2.20537945 2.30158832 2.30203139
 2.3020758  2.30355729]"
